Index,Data.available.as.of.24.May.2017,Data.Downloaded,CatalogID,LocID,iso.code,CountryName.UN,CountryName.MICS,StartYear,EndYear,Type,Phase,Recode,SurveyName,ShortName,Survey.code,Name.for.labels,StartDate,EndDate,RefDate,ImplementingOrg,OfficialName,Births.Recode,Births.Raw,Couples.Recode,HH.Recode,HH.Raw,Height.WeightScores,Individual.Recode,Individual.Raw,Childrens.Recode,Childrens.Raw,Male.Recode,Male.Raw,HHMember.Recode,HHMember.Raw,Verbal.Autopsy,HIVTestData,Other.Biomarkers,Wealth.Index,Service.Availability,Other,Download.notes,Sample.Type.Female.x,Sample.Type.Male,Sample.Size.HH,Sample.Size.Female,Sample.Size.Male,Sample.Age.Female,Sample.Age.Male,Deaths.HH,Deaths.Causes,Verbal.Autopsy.1,Sibling.Female,Sibling.Male,Orphanhood.Female,Orphanhood.Male,Pregnancy.History,Health.Expenditures,Maternal.Mortality,Genital.Mutilation,Abortion,Micronutrients,Migration,AIDS.Test,Geography,Availability,Child.mort.processed,Child.mort.indirect.only,Siblings.processed,PregRelCode,PregRelCode.notes,MosquitoNets,Functioning.Disability.Children.5.17,Global.Adults.Tobacco,Status,Reports,Updated.by,Updated.on,Notes,Sample.Type.Female,FieldWorkStart,FieldWorkEnd,FieldWorkMiddle
2280,Y,Y,NA,NA,N/A,N/A,Somalia (Somaliland),2011,2011,NA,MICS4,MICS,Somalia (Somaliland) 2011 Multiple Indicator Cluster Survey,,,Somalia (Somaliland) 2011 MICS,2011,2011,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,Democratic Republic of the Congo,"Congo, Democratic Republic of the",2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,17-Aug-16,,NA,,,
320,Y,Y,NA,NA,N/A,N/A,Bosnia and Herzegovina (Roma Settlements),2011,2012,NA,MICS4,MICS,Bosnia and Herzegovina (Roma Settlements) 2011-2012 Multiple Indicator Cluster Survey,,,Bosnia and Herzegovina (Roma Settlements) 2011-2012 MICS,2011,2012,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,Ghana,Ghana,2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,17-Aug-16,,NA,,,
1700,Y,Y,NA,NA,N/A,N/A,Mongolia (Khuvsgul Aimag),2012,2012,NA,MICS4,MICS,Mongolia (Khuvsgul Aimag) 2012 Multiple Indicator Cluster Survey,,,Mongolia (Khuvsgul Aimag) 2012 MICS,2012,2012,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2610,N,N,NA,768,TGO,Togo,Togo,1996,1996,NA,MICS1,MICS,Togo 1996 Multiple Indicator Cluster Survey,,,Togo 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,Chad,Chad,2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,07-Oct-16,,NA,,,
2340,N,N,NA,NA,N/A,N/A,State of Palestine (West Bank and Gaza Strip),2000,2000,NA,MICS2,MICS,State of Palestine (West Bank and Gaza Strip) 2000 Multiple Indicator Cluster Survey,,,State of Palestine (West Bank and Gaza Strip) 2000 MICS,2000,2000,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2520,N,N,NA,NA,N/A,N/A,Syrian Arab Republic (Palestinian Refugee Camps and Gatherings),2000,2000,NA,MICS2,MICS,Syrian Arab Republic (Palestinian Refugee Camps and Gatherings) 2000 Multiple Indicator Cluster Survey,,,Syrian Arab Republic (Palestinian Refugee Camps and Gatherings) 2000 MICS,2000,2000,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2180,N,N,NA,694,SLE,Sierra Leone,Sierra Leone,1995,1995,NA,MICS1,MICS,Sierra Leone 1995 Multiple Indicator Cluster Survey,,,Sierra Leone 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,,Guinea-Bissau,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey Design,,AD,16-Jan-17,,NA,,,
2670,N,N,5037,780,TTO,Trinidad and Tobago,Trinidad and Tobago,2011,2011,NA,MICS4,MICS,Trinidad and Tobago 2011 Multiple Indicator Cluster Survey,2011 MICS,,Trinidad and Tobago 2011 MICS,2011,2011,2011.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Report writing,,,,,NA,0,0,2011.5
1270,N,N,NA,NA,N/A,N/A,"Kosovo under UNSC res. 1244 (Roma, Ashkali, and Egyptian Communities)",2013,2014,NA,MICS5,MICS,"Kosovo under UNSC res. 1244 (Roma, Ashkali, and Egyptian Communities) 2013-2014 Multiple Indicator Cluster Survey",,,"Kosovo under UNSC res. 1244 (Roma, Ashkali, and Egyptian Communities) 2013-2014 MICS",2013,2014,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1820,N,N,NA,NA,N/A,N/A,Nepal (Six Cycles),1995,1997,NA,MICS1,MICS,Nepal (Six Cycles) 1995-1997 Multiple Indicator Cluster Survey,,,Nepal (Six Cycles) 1995-1997 MICS,1995,1997,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1970,N,N,NA,NA,N/A,N/A,Pakistan (Sindh),2014,2014,NA,MICS5,MICS,Pakistan (Sindh) 2014 Multiple Indicator Cluster Survey,,,Pakistan (Sindh) 2014 MICS,2014,2014,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Data processing / analysis,,,,,NA,,,
2270,N,N,NA,NA,N/A,N/A,Somalia (Northwest Zone - Somaliland),1996,1996,NA,MICS1,MICS,Somalia (Northwest Zone - Somaliland) 1996 Multiple Indicator Cluster Survey,,,Somalia (Northwest Zone - Somaliland) 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2330,N,N,NA,NA,N/A,N/A,State of Palestine (West Bank and Gaza Strip),1996,1996,NA,MICS1,MICS,State of Palestine (West Bank and Gaza Strip) 1996 Multiple Indicator Cluster Survey,,,State of Palestine (West Bank and Gaza Strip) 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,,Bosnia and Herzegovina,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,Georgia,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
2300,N,N,NA,728,SSD,South Sudan,"South Sudan, Republic of",2016,2016,NA,MICS5,MICS,South Sudan 2016 Multiple Indicator Cluster Survey,,,South Sudan 2016 MICS,2016,2016,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,On hold,,AD,17-Aug-16,"On 7 October 2016, this was removed from the list of surveys on the MICS website",NA,,,
2010,N,N,NA,608,PHL,Philippines,Philippines,1996,1996,NA,MICS1,MICS,Philippines 1996 Multiple Indicator Cluster Survey,,,Philippines 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2890,N,N,NA,887,YEM,Yemen,Yemen,1996,1996,NA,MICS1,MICS,Yemen 1996 Multiple Indicator Cluster Survey,,,Yemen 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Summary,,,,NA,,,
1850,N,N,1892,566,NGA,Nigeria,Nigeria,1995,1995,NA,MICS1,MICS,Nigeria 1995 Multiple Indicator Cluster Survey,1995 MICS,,Nigeria 1995 MICS,1995,1995,1995.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,1995.5
1860,N,N,1940,566,NGA,Nigeria,Nigeria,1999,1999,NA,MICS2,MICS,Nigeria 1999 Multiple Indicator Cluster Survey,1999 MICS,,Nigeria 1999 MICS,1999,1999,1999.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,1999.5
2560,N,N,NA,834,TZA,United Republic of Tanzania,"Tanzania, United Republic of",1996,1996,NA,MICS1,MICS,United Republic of Tanzania 1996 Multiple Indicator Cluster Survey,,,United Republic of Tanzania 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1370,Y,Y,NA,NA,N/A,N/A,Lebanon (Palestinians),2005,2006,NA,MICS3,MICS,Lebanon (Palestinians) 2005-2006 Multiple Indicator Cluster Survey,,,Lebanon (Palestinians) 2005-2006 MICS,2005,2006,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,,Kazakhstan,2019,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
850,N,N,NA,NA,N/A,N/A,Ghana (District),2007,2008,NA,MICS3,MICS,Ghana (District) 2007-2008 Multiple Indicator Cluster Survey,,,Ghana (District) 2007-2008 MICS,2007,2008,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1910,N,N,5587,512,OMN,Oman,Oman,2014,2014,NA,MICS5,MICS,Oman 2014 Multiple Indicator Cluster Survey,2014 MICS,,Oman 2014 MICS,2014,2014,2014.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Report writing,Key findings,AD,17-Aug-16,,NA,#N/A,#N/A,#N/A
2440,N,N,NA,740,SUR,Suriname,Suriname,2015,2015,NA,MICS5,MICS,Suriname 2015 Multiple Indicator Cluster Survey,,,Suriname 2015 MICS,2015,2015,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,,,,NA,,,
1810,Y,Y,NA,NA,N/A,N/A,Nepal (Mid- and Far-Western Regions),2010,2010,NA,MICS4,MICS,Nepal (Mid- and Far-Western Regions) 2010 Multiple Indicator Cluster Survey,,,Nepal (Mid- and Far-Western Regions) 2010 MICS,2010,2010,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,,Zimbabwe,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
2000,N,N,NA,600,PRY,Paraguay,Paraguay,2015,2016,NA,MICS5,MICS,Paraguay 2015 Multiple Indicator Cluster Survey,,,Paraguay 2015 MICS,2015,2015,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Data processing / analysis,,AD,16-Jan-17,,NA,,,
2750,N,N,4448,804,UKR,Ukraine,Ukraine,2000,2000,NA,MICS2,MICS,Ukraine 2000 Multiple Indicator Cluster Survey,2000 MICS,,Ukraine 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,2000-06-01,2000-08-31,2000.541992
1830,N,N,1942,562,NER,Niger,Niger,1996,1996,NA,MICS1,MICS,Niger 1996 Multiple Indicator Cluster Survey,1996 MICS,,Niger 1996 MICS,1996,1996,1996.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,1996-03-01,1996-05-31,1996.290039
1010,Y,Y,NA,NA,N/A,N/A,Indonesia (West Papua Selected Districts),2011,2011,NA,MICS4,MICS,Indonesia (West Papua Selected Districts) 2011 Multiple Indicator Cluster Survey,,,Indonesia (West Papua Selected Districts) 2011 MICS,2011,2011,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1210,Y,Y,NA,NA,N/A,N/A,Kenya (Nyanza Province),2011,2011,NA,MICS4,MICS,Kenya (Nyanza Province) 2011 Multiple Indicator Cluster Survey,,,Kenya (Nyanza Province) 2011 MICS,2011,2011,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2940,N,N,4463,894,ZMB,Zambia,Zambia,1995,1995,NA,MICS1,MICS,Zambia 1995 Multiple Indicator Cluster Survey,1995 MICS,,Zambia 1995 MICS,1995,1995,1995.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,1995-06-17,1995-09-02,1995.563965
NA,N,N,NA,NA,,,"Korea, Democratic People's Republic of",2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,16-Jan-17,,NA,,,
2680,N,N,2904,788,TUN,Tunisia,Tunisia,2000,2000,NA,MICS2,MICS,Tunisia 2000 Multiple Indicator Cluster Survey,2000 MICS,,Tunisia 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,2000.5
2060,N,N,NA,678,STP,Sao Tome and Principe,Sao Tome and Principe,1996,1996,NA,MICS1,MICS,Sao Tome and Principe 1996 Multiple Indicator Cluster Survey,,,Sao Tome and Principe 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2230,N,N,NA,706,SOM,Somalia,Somalia,2000,2000,NA,MICS2,MICS,Somalia 2000 Multiple Indicator Cluster Survey,,,Somalia 2000 MICS,2000,2000,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2080,N,N,20,678,STP,Sao Tome and Principe,Sao Tome and Principe,2006,2006,NA,MICS3,MICS,Sao Tome and Principe 2006 Multiple Indicator Cluster Survey,2006 MICS,,Sao Tome and Principe 2006 MICS,2006,2006,2006.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,2006-05-17,2006-06-20,2006.421997
1940,N,N,NA,NA,N/A,N/A,Pakistan (Khyber Pakhtunkhwa),2015,2015,NA,MICS5,MICS,Pakistan (Khyber Pakhtunkhwa) 2015 Multiple Indicator Cluster Survey,,,Pakistan (Khyber Pakhtunkhwa) 2015 MICS,2015,2015,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,,,,NA,,,
2100,N,N,4458,686,SEN,Senegal,Senegal,1996,1996,NA,MICS1,MICS,Senegal 1996 Multiple Indicator Cluster Survey,1996 MICS,sn1,Senegal 1996 MICS,1996,1996,1996.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,1996-03-01,1996-05-31,1996.290039
NA,N,N,NA,NA,,Togo,Togo,2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,17-Aug-16,,NA,,,
NA,N,N,NA,NA,,Lao People's Democratic Republic,Lao People's Democratic Republic,2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,17-Aug-16,,NA,,,
NA,N,N,NA,NA,,,Kyrgyzstan,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,"Macedonia, The Former Yugoslav Republic of (Roma Settlements)",2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,Gambia,2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey Design,,AD,16-Jan-17,,NA,,,
2780,N,N,NA,784,ARE,United Arab Emirates,United Arab Emirates,2015,2015,NA,MICS5,MICS,United Arab Emirates 2015 Multiple Indicator Cluster Survey,,,United Arab Emirates 2015 MICS,2015,2015,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,,,,NA,,,
NA,N,N,NA,NA,,,Montenegro (Roma Settlements),2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
